Survived,Pclass,Gender,Age,Fare,Embarked,honorific,num_family,alone
0,1,1,30,5.0,2,2,0,1
0,3,1,40,9.0,2,2,0,1
1,2,0,20,24.0,0,3,1,0
1,3,0,10,7.225,0,1,0,1
0,3,1,10,9.8458,2,2,0,1
0,3,1,10,7.8958,2,2,0,1
0,3,1,20,7.8958,2,2,0,1
1,1,0,50,83.1583,0,3,1,0
1,2,0,20,26.0,2,3,1,0
0,3,1,30,7.8958,2,2,0,1
0,3,0,20,10.5167,2,1,0,1
0,2,1,20,10.5,2,2,0,1
0,3,1,20,7.05,2,2,0,1
0,3,0,30,29.125,1,3,5,0
0,2,1,20,13.0,2,4,0,1
1,1,0,10,30.0,2,1,0,1
0,3,0,20,23.45,2,1,3,0
1,1,1,20,30.0,0,2,0,1
0,3,1,30,7.75,1,2,0,1
0,3,1,30,7.8292,1,2,0,1
1,3,0,40,7.0,2,3,1,0
0,2,1,60,9.6875,1,2,0,1
0,3,1,20,8.6625,2,2,0,1
1,3,0,20,12.2875,2,3,2,0
0,3,1,10,9.225,2,2,0,1
1,3,0,20,7.6292,1,1,0,1
0,2,1,20,29.0,2,2,2,0
1,3,0,10,7.2292,0,3,0,1
0,3,1,20,24.15,2,2,2,0
0,3,1,20,7.8958,2,2,0,1
0,1,1,40,26.0,2,2,0,1
1,1,0,20,82.2667,2,3,1,0
0,2,1,60,26.0,2,2,1,0
1,1,0,40,61.175,2,3,1,0
1,2,0,20,27.7208,0,3,1,0
0,2,1,30,12.35,1,2,0,1
0,3,1,20,7.225,0,2,0,1
1,3,0,20,7.925,2,1,1,0
1,3,0,40,7.225,0,3,0,1
0,1,1,50,59.4,0,2,1,0
0,3,1,0,3.1708,2,0,1,0
1,1,0,20,31.6833,2,3,0,1
0,1,1,20,61.3792,0,2,1,0
1,1,0,40,262.375,0,3,4,0
0,3,1,40,14.5,2,2,1,0
1,1,0,20,61.9792,0,1,1,0
0,3,1,20,7.225,0,2,0,1
0,1,1,40,30.5,2,2,0,1
0,3,1,20,21.6792,0,2,2,0
0,2,1,40,26.0,2,2,1,0
0,2,1,20,31.5,2,2,2,0
1,3,0,30,20.575,2,3,3,0
1,3,0,20,23.45,2,3,3,0
0,1,1,20,57.75,0,2,1,0
0,3,1,10,7.2292,0,2,0,1
1,3,0,20,8.05,2,1,0,1
1,3,0,20,8.6625,2,1,0,1
0,3,1,20,9.5,2,2,0,1
0,3,1,20,56.4958,2,2,0,1
0,3,1,30,13.4167,0,2,1,0
0,1,1,20,26.55,2,2,0,1
0,3,1,40,7.85,2,2,0,1
1,2,0,20,13.0,2,3,0,1
1,1,0,40,52.5542,2,3,1,0
0,3,1,20,7.925,2,2,0,1
0,1,1,40,29.7,0,2,0,1
0,3,1,20,7.75,1,2,0,1
1,1,0,50,76.2917,0,3,0,1
1,3,0,30,15.9,2,3,2,0
0,1,1,20,60.0,2,2,1,0
0,2,1,20,15.0333,0,2,0,1
1,2,0,10,23.0,2,1,3,0
1,1,0,20,263.0,2,1,5,0
0,2,1,20,15.5792,0,2,0,1
0,3,1,0,29.125,1,0,5,0
0,3,1,30,7.8958,2,2,0,1
0,3,1,20,7.65,2,2,0,1
0,3,1,20,16.1,2,2,1,0
1,1,0,30,262.375,0,1,0,1
0,3,1,10,7.8958,2,2,0,1
0,2,1,30,13.5,2,2,0,1
0,3,1,10,7.75,2,2,0,1
1,3,0,20,7.725,1,1,0,1
0,1,1,10,262.375,0,0,4,0
1,2,0,20,21.0,2,3,0,1
1,3,0,10,7.8792,1,1,0,1
0,1,1,40,42.4,2,2,0,1
0,1,1,30,28.5375,0,2,0,1
1,1,0,50,263.0,2,3,5,0
1,3,0,20,7.75,1,1,0,1
0,3,1,20,7.8958,2,2,0,1
1,3,0,20,7.925,2,1,0,1
0,1,1,20,27.7208,0,2,0,1
1,1,0,30,211.5,0,1,0,1
0,1,1,30,211.5,0,2,0,1
0,3,1,20,8.05,2,2,0,1
1,1,0,50,25.7,2,3,2,0
0,2,1,20,13.0,2,2,0,1
1,3,0,20,7.75,1,1,0,1
0,3,1,0,15.2458,0,0,2,0
0,1,1,60,221.7792,2,2,1,0
0,1,1,40,26.0,2,2,0,1
0,3,1,20,7.8958,2,2,0,1
0,2,1,20,10.7083,1,2,0,1
0,3,1,20,14.4542,0,2,1,0
1,3,0,20,7.8792,1,1,0,1
1,3,0,10,8.05,2,1,0,1
1,3,0,20,7.75,1,4,0,1
0,2,1,0,23.0,2,0,2,0
1,3,0,20,13.9,2,3,1,0
0,3,1,20,7.775,2,2,0,1
1,1,0,20,52.0,2,3,3,0
0,3,1,20,8.05,2,2,0,1
0,1,1,20,26.0,0,2,0,1
0,3,1,20,7.7958,2,2,0,1
1,1,0,70,78.85,2,3,1,0
0,3,1,20,7.925,2,2,0,1
1,3,0,10,7.8542,2,1,0,1
0,3,1,30,8.05,2,2,0,1
1,1,0,40,55.4417,0,3,1,0
0,2,1,20,26.0,2,2,1,0
0,3,1,20,7.75,1,2,0,1
0,3,1,20,7.775,2,2,0,1
1,3,0,10,8.5167,0,3,2,0
0,3,1,20,22.525,2,2,0,1
0,3,1,20,7.8208,1,2,0,1
0,3,1,20,7.75,1,2,0,1
0,3,1,20,8.7125,2,2,0,1
0,2,1,10,13.0,2,2,0,1
0,2,1,40,15.0458,0,2,0,1
1,3,0,20,7.7792,1,1,0,1
1,1,0,30,31.6792,0,1,0,1
1,3,0,10,7.2833,1,1,0,1
1,1,0,60,221.7792,2,3,1,0
0,3,1,10,14.4542,0,2,1,0
0,3,1,20,6.4375,0,2,0,1
1,3,0,0,16.7,2,1,2,0
0,1,1,30,75.2417,0,2,0,1
1,2,0,20,26.0,2,3,1,0
1,2,0,10,15.75,2,1,0,1
0,3,1,20,7.75,1,2,1,0
1,1,0,30,57.75,0,3,1,0
0,3,1,20,7.25,2,2,0,1
0,3,1,20,7.75,1,2,0,1
1,3,0,10,16.1,2,1,1,0
0,3,1,20,7.7958,2,2,0,1
1,3,0,20,23.25,1,1,2,0
0,2,1,40,13.0,2,2,0,1
0,3,1,20,8.05,2,2,0,1
0,3,1,30,8.05,2,2,0,1
0,1,1,50,28.5,0,4,0,1
1,3,0,20,25.4667,2,3,4,0
0,3,1,20,6.4375,0,2,1,0
0,3,1,40,7.8958,2,2,0,1
0,3,1,20,7.8542,2,2,0,1
0,3,1,20,7.225,0,2,0,1
0,2,1,20,13.0,2,2,0,1
1,3,0,20,8.05,2,1,0,1
0,3,1,30,46.9,2,2,7,0
1,3,0,0,46.9,2,1,7,0
1,1,0,30,151.55,2,1,0,1
0,1,1,60,262.375,0,2,4,0
0,2,1,20,26.0,2,2,0,1
0,1,1,40,26.55,2,2,0,1
0,3,1,30,18.0,2,2,3,0
0,1,1,20,51.8625,2,2,0,1
0,3,1,20,8.05,2,2,0,1
0,1,1,20,26.55,2,2,0,1
0,2,1,20,26.0,2,4,2,0
1,1,0,20,83.1583,0,3,1,0
0,3,1,20,7.8958,0,2,0,1
0,3,1,60,13.3029,2,2,0,1
1,3,0,30,12.1833,2,3,2,0
0,3,1,10,31.3875,2,0,6,0
0,3,1,20,7.55,2,2,0,1
1,1,0,20,221.7792,2,1,0,1
1,3,0,20,7.8542,2,1,0,1
0,1,1,40,26.55,2,2,0,1
1,3,0,20,13.775,2,3,2,0
1,3,0,20,7.7333,1,1,0,1
0,3,1,0,15.2458,0,0,2,0
1,2,0,20,13.5,2,1,0,1
0,3,1,20,7.0,2,2,0,1
0,2,1,40,13.0,2,4,0,1
1,3,0,20,22.025,2,3,2,0
0,1,1,40,50.4958,0,2,0,1
0,3,1,10,34.375,2,2,4,0
1,1,0,20,27.7208,0,3,0,1
1,3,0,20,8.9625,2,1,0,1
0,3,1,20,7.55,2,2,0,1
0,3,1,20,7.225,0,2,0,1
0,3,1,20,13.9,2,2,1,0
0,3,1,20,7.2292,0,2,0,1
0,3,1,30,31.3875,2,2,6,0
1,2,0,10,39.0,2,1,2,0
1,2,0,10,36.75,2,1,0,1
0,1,1,50,55.4417,0,2,1,0
1,2,0,30,39.0,2,3,3,0
1,1,0,60,83.1583,0,3,2,0
0,2,1,20,13.0,2,2,0,1
0,1,1,30,83.1583,0,2,2,0
1,1,0,10,53.1,2,3,1,0
0,3,1,20,7.75,1,2,0,1
1,1,0,20,247.5208,0,3,2,0
0,2,1,30,16.0,2,2,0,1
1,2,0,20,21.0,2,1,1,0
0,3,1,10,8.05,2,2,2,0
1,3,0,20,69.55,2,1,10,0
0,2,1,30,13.0,2,2,0,1
0,2,1,30,26.0,2,2,1,0
0,1,1,20,26.0,2,2,0,1
0,3,1,10,14.5,2,0,2,0
0,2,1,60,12.35,1,2,0,1
0,2,1,0,32.5,2,0,2,0
0,3,1,30,7.8542,2,2,0,1
0,1,1,0,134.5,0,0,2,0
1,3,0,10,7.775,2,1,0,1
0,2,1,20,10.5,2,2,0,1
1,3,0,20,8.1125,2,3,0,1
1,3,0,20,15.5,1,1,0,1
0,3,1,0,14.4,2,0,2,0
0,1,1,40,227.525,0,4,1,0
1,2,0,0,26.0,2,1,2,0
0,2,1,20,10.5,2,2,0,1
0,1,1,20,25.7417,0,2,0,1
1,3,0,30,7.75,1,1,0,1
0,2,1,20,10.5,2,2,0,1
1,1,0,30,27.7208,0,1,0,1
0,3,1,20,7.8958,2,2,0,1
0,3,1,30,22.525,2,2,0,1
0,3,1,20,7.05,2,2,0,1
0,2,1,10,73.5,2,2,0,1
1,2,0,50,26.0,2,3,1,0
1,3,0,30,7.775,2,1,6,0
0,1,1,40,42.5,2,2,0,1
1,3,0,20,7.8792,1,1,0,1
0,1,1,50,164.8667,2,2,2,0
1,1,0,40,211.5,0,3,2,0
0,3,1,20,8.05,2,2,0,1
1,2,0,20,13.8583,0,1,1,0
0,3,1,20,8.05,2,2,0,1
1,2,0,20,10.5,2,3,0,1
0,3,1,20,7.7958,2,2,0,1
1,1,0,50,27.4458,0,3,0,1
1,3,0,20,15.2458,0,3,2,0
0,3,1,20,7.7958,2,2,0,1
1,3,0,20,7.75,1,1,0,1
0,3,1,40,15.1,2,2,0,1
0,2,1,30,13.0,2,2,0,1
0,2,1,10,65.0,2,2,0,1
1,1,0,20,26.55,2,1,0,1
0,3,1,20,6.4958,2,2,1,0
0,3,1,20,7.8792,1,2,0,1
0,1,1,30,71.2833,0,2,1,0
0,3,1,10,7.8542,2,2,0,1
0,1,1,60,75.25,0,2,1,0
0,3,1,10,7.225,0,2,0,1
1,2,0,10,13.0,2,1,2,0
1,1,0,40,106.425,0,3,1,0
1,1,0,50,27.7208,0,3,0,1
1,2,0,40,30.0,2,3,2,0
0,1,1,40,134.5,0,2,2,0
0,3,1,20,7.8875,2,2,0,1
0,3,1,20,23.45,2,0,3,0
0,1,1,40,51.8625,2,2,1,0
1,2,0,20,21.0,2,3,0,1
0,2,1,40,32.5,2,2,2,0
1,2,0,20,26.0,2,3,1,0
1,3,0,20,14.4542,0,3,1,0
1,2,0,0,27.75,2,1,3,0
0,3,1,10,7.925,2,2,0,1
0,1,1,20,136.7792,0,2,1,0
0,3,1,20,9.325,2,2,0,1
0,3,1,30,9.5,2,2,0,1
0,3,1,20,7.55,2,2,0,1
0,3,1,20,7.75,1,2,0,1
0,3,1,20,8.05,2,2,0,1
1,2,0,10,13.0,2,1,0,1
0,3,1,20,7.775,2,2,0,1
0,3,1,30,17.4,2,2,1,0
0,3,1,20,7.8542,2,2,0,1
1,2,0,20,23.0,2,3,2,0
1,3,0,0,12.1833,2,1,2,0
0,2,1,20,12.7375,0,2,0,1
0,3,1,20,7.8958,2,2,0,1
0,1,1,20,0.0,2,2,0,1
0,3,1,20,7.55,2,2,0,1
1,3,0,20,8.05,2,1,0,1
0,3,1,10,8.6625,2,2,0,1
0,1,1,40,75.2417,0,2,0,1
0,3,1,20,7.75,1,2,0,1
1,1,0,20,136.7792,0,3,1,0
1,3,0,20,15.5,1,1,1,0
0,3,1,20,7.225,0,2,0,1
1,2,0,10,26.0,2,1,1,0
0,2,1,20,10.5,2,2,0,1
0,2,1,30,26.0,2,2,1,0
0,2,1,20,21.0,2,2,1,0
0,2,1,20,10.5,2,2,0,1
1,3,0,20,8.6625,2,1,0,1
0,3,1,0,13.775,2,0,2,0
1,3,0,20,7.75,1,1,0,1
1,3,0,0,15.2458,0,1,2,0
1,3,0,0,20.2125,2,1,2,0
0,3,1,30,7.25,2,2,0,1
0,3,1,20,7.25,2,2,0,1
0,1,1,20,82.2667,2,2,1,0
0,3,1,20,7.2292,0,2,0,1
0,3,1,20,8.05,2,2,0,1
0,1,1,20,39.6,2,2,0,1
1,3,0,20,6.95,1,1,0,1
0,3,1,20,7.2292,0,2,0,1
0,1,1,50,81.8583,2,4,2,0
0,3,1,30,9.5,2,2,0,1
0,3,1,20,7.8958,2,2,0,1
1,2,0,0,41.5792,0,1,3,0
0,3,1,20,21.6792,0,2,2,0
0,1,1,20,45.5,2,2,0,1
0,3,1,20,7.8542,2,2,0,1
0,3,1,30,7.775,2,2,0,1
0,2,1,20,15.0458,0,2,0,1
0,2,1,40,21.0,2,2,1,0
0,3,1,20,8.6625,2,2,0,1
1,3,0,20,7.75,1,1,0,1
1,1,0,60,26.55,2,3,2,0
0,1,1,20,151.55,2,2,3,0
0,3,1,0,9.35,2,0,1,0
0,1,1,50,93.5,2,2,2,0
1,3,0,40,14.1083,2,3,1,0
0,3,1,10,8.6625,2,2,0,1
0,3,1,20,7.225,0,2,0,1
0,3,1,20,7.575,2,2,0,1
1,3,0,30,7.75,1,1,0,1
1,1,0,50,135.6333,0,3,0,1
1,3,0,10,7.7333,1,1,0,1
0,1,1,50,146.5208,0,2,1,0
0,2,1,10,10.5,2,2,0,1
0,3,1,20,7.8542,2,2,0,1
0,2,1,20,31.5,2,2,2,0
0,3,1,20,7.775,2,2,0,1
0,3,1,20,7.2292,0,2,0,1
0,2,1,20,13.0,2,2,0,1
0,1,1,30,26.55,2,2,0,1
1,1,0,30,211.3375,2,1,0,1
0,3,1,20,7.05,2,2,0,1
1,2,0,10,39.0,2,1,3,0
0,1,1,40,79.2,0,2,0,1
0,2,1,20,26.0,2,2,1,0
0,2,1,20,13.0,2,2,0,1
1,2,0,40,36.75,2,3,2,0
0,1,1,30,29.7,0,2,0,1
0,3,1,20,7.225,0,2,0,1
1,3,0,10,15.7417,0,3,2,0
0,3,1,20,7.8958,2,2,0,1
0,1,1,20,26.0,2,2,0,1
0,2,1,30,13.0,2,2,0,1
0,3,1,30,7.2292,0,2,2,0
0,2,1,20,31.5,2,2,0,1
0,3,1,20,7.2292,0,0,0,1
0,2,1,10,10.5,2,2,0,1
0,3,1,30,7.5792,2,2,0,1
0,3,1,20,69.55,2,2,10,0
1,1,0,50,512.3292,0,3,1,0
0,3,1,20,14.5,2,0,2,0
1,3,0,10,7.65,2,1,0,1
0,2,1,20,13.0,2,2,0,1
1,3,0,30,7.2292,0,3,0,1
0,2,1,20,13.5,2,2,0,1
1,2,0,30,21.0,2,1,0,1
1,1,0,40,63.3583,0,3,1,0
0,2,1,20,10.5,2,2,0,1
0,2,1,10,73.5,2,2,0,1
0,2,1,40,65.0,2,2,3,0
1,3,0,0,20.575,2,1,3,0
0,1,1,40,26.0,2,2,0,1
1,1,0,50,51.4792,2,3,2,0
0,3,1,20,7.8792,2,2,0,1
0,3,1,20,7.75,1,2,0,1
1,3,0,20,15.55,2,3,1,0
0,3,1,10,69.55,2,0,10,0
1,2,0,20,37.0042,0,3,2,0
1,2,0,30,21.0,2,3,0,1
0,3,1,20,8.6625,2,2,0,1
1,1,0,20,55.4417,0,3,1,0
1,3,0,20,69.55,2,3,10,0
0,3,1,20,14.4583,0,2,1,0
1,3,0,20,39.6875,2,1,0,1
1,1,0,40,59.4,0,3,1,0
0,2,1,20,13.8583,0,2,0,1
0,2,1,20,11.5,2,2,1,0
1,1,0,30,134.5,0,1,0,1
0,1,1,40,0.0,2,2,0,1
0,2,1,40,13.0,2,2,0,1
1,1,0,50,81.8583,2,3,2,0
1,1,0,40,262.375,0,1,0,1
1,3,0,20,8.6625,2,1,2,0
0,2,1,20,11.5,2,2,0,1
0,1,1,50,50.0,2,2,0,1
0,3,1,0,31.3875,2,0,6,0
0,3,1,20,7.75,1,2,0,1
0,3,1,20,7.8792,1,2,0,1
1,3,0,20,14.5,2,3,0,1
1,3,0,10,16.1,2,3,1,0
0,2,1,20,12.875,2,2,0,1
1,2,0,20,65.0,2,1,3,0
0,3,1,20,7.775,2,2,0,1
0,2,1,50,13.0,2,2,0,1
0,3,1,20,7.75,1,2,0,1
0,3,1,0,21.075,2,0,4,0
0,1,1,20,93.5,2,2,0,1
1,1,0,50,39.4,2,3,1,0
0,3,1,10,20.25,2,0,2,0
0,2,1,40,10.5,2,2,0,1
0,3,1,20,22.025,2,2,4,0
1,1,0,10,60.0,2,3,1,0
0,3,1,20,7.25,1,2,0,1
1,1,0,40,79.2,0,3,2,0
0,3,1,20,7.775,2,2,0,1
0,3,1,30,7.7333,1,2,0,1
1,1,0,20,164.8667,2,1,0,1
0,2,1,30,21.0,2,2,1,0
1,1,0,20,59.4,0,1,1,0
0,1,1,10,47.1,2,2,0,1
0,1,1,40,27.7208,0,2,1,0
0,2,1,10,13.8625,0,2,0,1
0,2,1,20,10.5,2,2,1,0
0,1,1,40,211.5,0,2,2,0
1,3,0,20,7.7208,1,1,0,1
1,3,0,0,13.775,2,1,2,0
1,3,0,20,7.75,1,1,0,1
1,1,0,30,90.0,1,3,1,0
1,3,0,20,7.775,2,1,0,1
0,3,1,20,8.05,2,2,0,1
1,1,0,30,108.9,0,4,0,1
0,3,1,30,7.25,2,2,0,1
0,3,1,20,8.05,2,2,0,1
0,3,1,20,22.3583,0,0,2,0
